learning_rate,max_depth,subsample,colsample_bytree,min_child_weight
0.022378549961720198,6,0.5179528767737158,0.24891338003244856,13
0.039144295121399074,7,0.6904028139654514,0.5710966418083074,25
0.056136399305369795,11,0.2825556782362614,0.5149085512697157,21
0.035949335448642684,11,0.3905666731221263,0.7007467069505247,22
0.05033729137636567,13,0.6931172770315418,0.19019497704366725,12
0.0030631905413627558,11,0.7949943995840668,0.1788697353363966,13
0.045901095216088116,4,0.6843865650233294,0.6245848032812837,15
0.03914992268983288,6,0.42761806441493083,0.37922843015118,11
0.03139105137297917,12,0.5017137132549541,0.18452738940592128,17
0.027493572088279093,7,0.6881474037585145,0.5020553593620332,10
