learning_rate,max_depth,subsample,colsample_bytree,min_child_weight
0.027407494783767337,12,0.7558237167300009,0.6973205082691071,25
0.01645419911163143,11,0.5353696027952259,0.6113463073014871,21
0.05931395974350017,4,0.5300786187766761,0.7855586551135438,11
0.03811964450488714,14,0.9737741337499373,0.9998637430759887,20
0.024694543909862653,9,0.7077697104379959,0.4603645299752601,8
0.019806329325298556,4,0.9926527925962165,0.535423720722333,13
0.034751977538253265,11,0.9833084363964169,0.987334912565745,9
0.005124078836451463,12,0.7520132330292916,0.3406871957739249,13
0.04533024479144833,9,0.7101922124876445,0.6400703186842175,22
0.014974284813215527,13,0.13019883008924488,0.9816595049035711,10
