learning_rate,max_depth,subsample,colsample_bytree,min_child_weight
0.026163638523762592,4,0.24380261846978118,0.15474252076499817,10
0.02886589685304145,12,0.5095419657871809,0.8267574211944047,11
0.0062663514850887815,7,0.3219267977124959,0.5503133128431724,13
0.006373905076412106,10,0.9048051359456408,0.4763274017337807,19
0.04955755351405381,9,0.35333974473568386,0.6185816475748539,17
0.0441075546495877,9,0.5885718553415179,0.3448204481428602,20
0.020111018192939253,8,0.14128854614676165,0.10323328464139538,23
0.022621211574682092,12,0.38750183360803636,0.984610837886577,9
0.03513824619590466,4,0.43355668641732253,0.07855460902565542,19
0.06709253366363364,6,0.6873421797957763,0.5282049510895932,17
