learning_rate,max_depth,subsample,colsample_bytree,min_child_weight
0.00991225619476983,8,0.6150997253161375,0.17991484079543296,17
0.021089072737816614,9,0.13399592486767017,0.57950031577333,19
0.03573729445839497,6,0.7069559444645872,0.35422896421231753,20
0.016448526579165165,7,0.7745426322638966,0.47665490796727683,20
0.01772828406854707,9,0.6164059633825882,0.675468262124231,21
0.019944926447912688,10,0.7066962502891364,0.4872850470272445,16
0.020241260491400234,10,0.39777456812434325,0.16538512838146874,21
0.017871132491726602,8,0.4048177929785576,0.22804730694212058,25
0.03148642904933557,10,0.5441057626061125,0.6929462560843874,24
0.04993739791111404,5,0.4280573535938708,0.14788900245158543,19
