learning_rate,max_depth,subsample,colsample_bytree,min_child_weight
0.01182523615237024,10,0.7174140093703423,0.9216603403828261,10
0.08231734613287156,4,0.9560258566175489,0.7741207685313158,15
0.07277374789123085,9,0.33982802642958765,0.902458675137901,23
0.04144712909077639,8,0.7901035724702754,0.1973731055799739,21
0.018840228775584562,11,0.8052873052577068,0.32616171266812566,25
0.05322755950134488,4,0.5777071149139497,0.33701813038039397,14
0.010667842241870586,14,0.7821538204046564,0.3198458643534636,17
0.037391855488484296,10,0.5895981755479707,0.6370399281606213,11
0.008127469113177823,10,0.9579884165456987,0.9147584778389759,21
0.01916481274050409,13,0.3553130486901373,0.8707950476200157,11

