learning_rate,max_depth,subsample,colsample_bytree,min_child_weight
0.0045820619956571185,14,0.9717342206304853,0.44053131983444405,16
0.048090519674356076,14,0.8585617557290413,0.4244441143698177,25
0.037642984711823466,14,0.8407231564604845,0.6895140603014693,12
0.014450614215235087,10,0.4595008424770569,0.17080574796593642,17
0.0881477212062509,5,0.25040488525276056,0.4167899405420871,25
0.07806238543053323,7,0.30920669342064794,0.7664603958890202,5
0.01785157601710724,10,0.5883208411089398,0.8269471395179595,18
0.03155455705367103,4,0.5555726235366083,0.1412898551750481,25
0.027595251687398403,11,0.6575927626314204,0.8237159303217537,8
0.0130459756990825,13,0.7974533458112616,0.2816849879736577,15
