learning_rate,max_depth,subsample,colsample_bytree,min_child_weight
0.030839351591833854,7,0.7007813790233098,0.2120792212065129,19
0.02483659864266388,7,0.2670571200951746,0.8936620503281542,9
0.039284732981999027,14,0.7166787741206458,0.3329645958636242,25
0.02901123286336399,6,0.3819859219168858,0.40113550120338787,17
0.05193488395372806,6,0.621469655295977,0.5688239787068115,21
0.0320167093137239,7,0.9765066377073249,0.7896273010390069,17
0.027460259463058606,6,0.6140761065219593,0.4664650420340023,15
0.027157358370602958,11,0.8762452419168311,0.432071453313899,25
0.015896775392551944,11,0.25318320098265007,0.870252552985204,24
0.024861482514279307,9,0.7018386686238269,0.5435699751385605,25
