learning_rate,max_depth,subsample,colsample_bytree,min_child_weight
0.028903355694453656,13,0.5222861835470091,0.9567150156371995,25
0.0489399824573311,4,0.7400982442750015,0.6678764741064852,14
0.06793696137535919,6,0.9465157430317076,0.4202586207769537,7
0.00842642247683466,14,0.3298822854043365,0.8723979149109669,17
0.04418815187739876,4,0.8774798188824691,0.5678835661984003,12
0.022534897297422585,10,0.41453113503156996,0.673069976100947,20
0.027775824981647153,14,0.861525865993931,0.1286525089531456,12
0.03740726617431336,8,0.6921581246568019,0.34013907674819943,9
0.01947135046653925,14,0.3710942097977071,0.5146176419273008,13
0.09130343644059984,14,0.7416330227431303,0.7595328697303124,21
