learning_rate,max_depth,subsample,colsample_bytree,min_child_weight
0.03446533422063667,12,0.5170361273597179,0.3017071772969324,19
0.013718569683545952,5,0.46867561163481547,0.7323728611017037,19
0.08253155513408036,7,0.9922931875783862,0.967119343842062,20
0.014743045666504712,10,0.4039768504208916,0.21747492521207318,11
0.027746786178990988,12,0.5624717438243345,0.4039607772625215,18
0.017567417920957007,7,0.4192814923994497,0.8042517214768018,15
0.039364723856276866,6,0.8033535282134018,0.4546639646703186,21
0.02427922269373832,6,0.7525340155321056,0.07825337315540892,19
0.02752886573541732,5,0.5252477882096369,0.974727361456516,14
0.014144154408323945,6,0.5353778697064352,0.19407472712732626,24
