learning_rate,max_depth,subsample,colsample_bytree,min_child_weight
0.026534752477686385,5,0.5601013885364493,0.8328054430584659,23
0.04901614379528768,5,0.6661469339346585,0.36474747588611967,22
0.013354612875423383,14,0.2917510857900802,0.7125905044829511,19
0.053597937285484544,5,0.7006418888708932,0.39518478665433626,14
0.04225473083176796,4,0.4938372416910693,0.5614556248506037,5
0.03949981255376392,4,0.8335581186995757,0.5391701076853446,10
0.044452939948424905,4,0.5615562143943675,0.24012807130240332,24
0.0503319827641307,5,0.8680981892607084,0.8518477620857283,7
0.04308938855429458,12,0.41570326831553034,0.6795162859204316,14
0.0184093603955079,12,0.6594642740202682,0.40417229585159326,22
