learning_rate,max_depth,subsample,colsample_bytree,min_child_weight
0.05223171137729508,4,0.8156918198615045,0.5053120019484174,25
0.0949611629147097,4,0.6273617276180495,0.25417387748608616,25
0.020158973441100514,14,0.43698626897917875,0.1209154283083404,24
0.018621437863086884,12,0.4843363000344694,0.4062759680175498,10
0.017418189001219126,13,0.5960881961108901,0.8507585291390221,20
0.045170264404309754,4,0.9585932425163164,0.2503116302018534,24
0.04839388306712626,5,0.45656909370134097,0.9037863101145212,11
0.03238280412626946,4,0.8590265716887957,0.38629238768700236,14
0.09556282091613287,4,0.6419670830733268,0.9965895975403211,24
0.03677404379597388,13,0.2863698595234171,0.5049509736177707,15
