learning_rate,max_depth,subsample,colsample_bytree,min_child_weight
0.027892920542873016,12,0.5496499673687945,0.6351848896184393,8
0.026474324600497836,13,0.7976149409505902,0.911338163608271,25
0.011557987447299734,7,0.49015769699749756,0.7242036958634835,10
0.03424963781449084,7,0.5520662113314206,0.5385871305563545,15
0.033825217930262996,4,0.2687227715977403,0.5500217986494473,25
0.039376282221182925,11,0.6738118659669812,0.05261505929032034,21
0.028210646303830175,5,0.7975799210145934,0.7430886781367573,9
0.0365878869564422,14,0.6498812137864399,0.9998632551473282,24
0.09501184420780927,6,0.5749405147780466,0.4453271575852211,15
0.025670389480010693,13,0.934147929420281,0.699493177786116,10
