learning_rate,max_depth,subsample,colsample_bytree,min_child_weight
0.0209228830994956,13,0.6474457745446045,0.46135463248734027,21
0.02435218559489492,7,0.8986030371156958,0.9213212456110713,22
0.02128621140473818,11,0.49803065788494866,0.47644879689627256,11
0.026909902494862813,7,0.9774296026494111,0.35221248635382224,5
0.024502197463330655,9,0.5547036432113579,0.3758171449704025,15
0.027699044589380276,10,0.18983034391340725,0.3135084841311601,21
0.028036651416400885,4,0.7636274309125975,0.9873720817365272,5
0.03830710431721246,7,0.3056674282575836,0.9840765777764506,24
0.03541903153319008,14,0.9977923919485575,0.6149664931909238,25
0.05894777992525787,9,0.9752201223796464,0.7687324701661482,24
