learning_rate,max_depth,subsample,colsample_bytree,min_child_weight
0.052405965071785805,4,0.5978410484454182,0.6627862641751979,24
0.06067367819894932,4,0.6228404036458667,0.7444214759419829,8
0.0336797004181093,7,0.47404797454792574,0.4454383529193279,11
0.019383953242455575,12,0.2864823950150827,0.6069318729355326,17
0.05699820046537635,8,0.52958890748421,0.08183629666634366,21
0.04501546697900393,8,0.8904630853719354,0.5784741854652427,20
0.03601601672579484,6,0.24050424063545545,0.4450367260266418,20
0.09108373638107105,4,0.446864282358107,0.9967956680142644,25
0.020369455344616486,14,0.823482227925244,0.6572185108062245,19
0.02827717786807429,5,0.5479808914609587,0.8574423810013373,24
