corr
2.997318591852714542e-01
2.906445182018875251e-01
9.153682325741210879e-02
2.494790295364280042e-01
2.782184387204246767e-01
2.937795928121849642e-01
2.343954446608343956e-01
1.874488064779684382e-01
2.160254527939353131e-01
3.076711052645952349e-01
