"corr"
4.162295192118060649e-01
3.434755036923488047e-01
3.717729990335980617e-01
2.666006425074378683e-01
3.800714241050046627e-01
2.335251379631210211e-01
4.209081302619233078e-01
3.686391567245376200e-01
2.759814582230385449e-01
2.787259486758126292e-01
