"corr"
2.416097229939871416e-01
3.192624289910263036e-01
2.958764948883871870e-01
3.163277843281981916e-01
3.360867295467442339e-01
2.903407444980012908e-01
3.043067938941171890e-01
4.193574176054187808e-01
3.673660912120173538e-01
3.715194255695217218e-01
