"corr"
4.515276298951361733e-01
3.019093528841085838e-01
3.640714245412325911e-01
2.817194197401452493e-01
4.213605354882416498e-01
3.403284916841304297e-01
4.262077803764296458e-01
3.398104056227225778e-01
1.887001234319408693e-01
2.688470916550063650e-01
