corr
3.092977209387066662e-01
3.462665124881835754e-01
2.396430432820448875e-01
2.705156134771790066e-01
3.420807691049190802e-01
2.721433727278038117e-01
2.816002124409786589e-01
3.126887699433283374e-01
3.286349758291450818e-01
3.920210130885545263e-01
