"corr"
4.025888618323650303e-01
2.896947149651298292e-01
3.329201032058244913e-01
3.081882509042600526e-01
4.316023358027710199e-01
3.250082891624568315e-01
4.301657811984925806e-01
3.308543751772311525e-01
2.932063067078044538e-01
2.958401658632868747e-01
