"corr"
2.717553103200649467e-01
2.608241808791110228e-01
1.135312874848750792e-01
3.097141654809243416e-01
3.114939403082216396e-01
2.500355545853261141e-01
2.205073465790472476e-01
2.354439686917313423e-01
2.015928628809108558e-01
1.664636601591465703e-01
