"corr"
3.563636695423562650e-01
2.929059394982165276e-01
2.864709497700141938e-01
2.347798672983316404e-01
2.884012924058139693e-01
3.513851948594599039e-01
2.831125508988784345e-01
2.250175649229594343e-01
3.638100683003764324e-01
1.745867369715870254e-01
