"corr"
3.873671590726909253e-01
2.922950080070840784e-01
2.458459907129091349e-01
4.010202362999611414e-01
3.503651590062856758e-01
2.828073218073991479e-01
3.454217892002460211e-01
2.479117058574445420e-01
3.331481677203920189e-01
3.500146624142710383e-01
