"corr"
3.419225714250411219e-01
3.272571889906362164e-01
3.535384722784401523e-01
3.449447254883225567e-01
2.660406396177724120e-01
2.860730804949320749e-01
2.994437766799479261e-01
4.069307026608621758e-01
3.806695393677752559e-01
3.371948414086345380e-01
