"corr"
2.635979543362372834e-01
2.211770327665446567e-01
3.380376577285924555e-01
2.492476301932707583e-01
1.481298866176747331e-01
3.200358885609751458e-01
2.193660788166386100e-01
2.770600721906787411e-01
2.895430171056678770e-01
3.163791715408315053e-01
