"corr"
3.048050978034244629e-01
2.520670225732570824e-01
2.729234643511952996e-01
2.881381195565922981e-01
3.510087766664625186e-01
3.391175255296500213e-01
2.284380562434106809e-01
2.848388431828230427e-01
3.231968502940363863e-01
3.277292282509893240e-01
