"corr"
2.171506220952442168e-01
1.865225675230498537e-01
2.247235702370185551e-01
3.084726339952029162e-01
2.424628471505205773e-01
2.662597145073283822e-01
1.732735493770787283e-01
2.645888813661306793e-01
2.788636822568453244e-01
3.284463471115963151e-01
