"corr"
1.876153957869116373e-01
2.982086655672915310e-01
2.817519366330309971e-01
2.929333315065683063e-01
2.112277923215014619e-01
3.570581438720383249e-01
2.126886022980867263e-01
2.411830846444824594e-01
3.540493027890944666e-01
2.333261136580678241e-01
